PARTY,CANDIDATE,"",VOTES
Winner: INC,PUSAPATI VIJA,YRAMA GAJAPATHI RAJU,171095
Runner up  : BLD,PEESAPATI PU,NDARIKAKSHA CHARI,119507
MARGIN: 51588 ( 15.60% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 3 of  541),"","",""
"",5,"",""


Election Commission of India,", General Electio","ns,1977 (6th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   VISAKHAPATNAM,"",NO :,4
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,5,0,5
2. REJECTED,0,0,0
3. WITHDRAWN,1,0,1
4. CONTESTED,4,0,4
5. FORFEITED DEPOSIT,2,0,2
II.  ELECTORS,"","",""
1. GENERAL,308848,317424,626272
2. SERVICE,0,0,0
3. TOTAL,308848,317424,626272
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,187136,160913,348049
2. POSTAL,0,0,0
3. TOTAL,187136,160913,348049
IV.  VOTES,"","",""
1. POLLED,348049,( 55.57%  of Total Electors),""
2. VALID,336577,"",""
3. REJECTED,11472,( 3.30%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 709 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 883
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
16-03-1977,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,DRONAMRAJU, SATYANARAYANA,171657
Runner up  : BLD,TENNETI VISW,ANATHAN,128828
MARGIN: 42829 ( 12.72% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 4 of  541),"","",""
"",6,"",""


Election Commission of India,", General Electio","ns,1977 (6th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   BHADRACHALAM (ST),"",NO :,5
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,5,2,7
2. REJECTED,0,0,0
3. WITHDRAWN,1,0,1
4. CONTESTED,4,2,6
5. FORFEITED DEPOSIT,4,0,4
II.  ELECTORS,"","",""
1. GENERAL,298358,300567,598925
2. SERVICE,0,0,0
3. TOTAL,298358,300567,598925
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,150527,119968,270495
2. POSTAL,0,0,0
3. TOTAL,150527,119968,270495
IV.  VOTES,"","",""
1. POLLED,270495,( 45.16%  of Total Electors),""
2. VALID,259060,"",""
3. REJECTED,11435,( 4.23%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 666 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 899
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
16-03-1977,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,RADHA BAI AN,ANDA RAO,155198
Runner up  : BLD,P. VANI RAMA,NARAO,59230
MARGIN: 95968 ( 37.04% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 5 of  541),"","",""
"",7,"",""


Election Commission of India,", General Electio","ns,1977 (6th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   ANAKAPALLI,"",NO :,6
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,4,0,4
2. REJECTED,0,0,0
3. WITHDRAWN,1,0,1
4. CONTESTED,3,0,3
5. FORFEITED DEPOSIT,1,0,1
II.  ELECTORS,"","",""
1. GENERAL,336232,371834,708066
2. SERVICE,0,0,0
3. TOTAL,336232,371834,708066
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,196434,182304,378738
2. POSTAL,0,0,0
3. TOTAL,196434,182304,378738
IV.  VOTES,"","",""
1. POLLED,378738,( 53.49%  of Total Electors),""
2. VALID,366879,"",""
3. REJECTED,11859,( 3.13%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 799 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 886
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
16-03-1977,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,APPALANAIDU, S. R. A. S.,199228
Runner up  : BLD,CHALAPATHI R,AO P. V.,163292
MARGIN: 35936 ( 9.80% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 6 of  541),"","",""
"",8,"",""


Election Commission of India,", General Electio","ns,1977 (6th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   KAKINADA,"",NO :,7
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,9,0,9
2. REJECTED,0,0,0
3. WITHDRAWN,4,0,4
4. CONTESTED,5,0,5
5. FORFEITED DEPOSIT,3,0,3
II.  ELECTORS,"","",""
1. GENERAL,324405,332096,656501
2. SERVICE,0,0,0
3. TOTAL,324405,332096,656501
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,224752,221686,446438
2. POSTAL,0,0,0
3. TOTAL,224752,221686,446438
IV.  VOTES,"","",""
1. POLLED,446438,( 68.00%  of Total Electors),""
2. VALID,434644,"",""
3. REJECTED,11794,( 2.64%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 699 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 939
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
16-03-1977,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,SANJEEVIRAO ,M. S.,269017
Runner up  : BLD,VADDI MUTYA,LARAO,145749
MARGIN: 123268 ( 28.36% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 7 of  541),"","",""
"",9,"",""


Election Commission of India,", General Electio","ns,1977 (6th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   RAJAHMUNDRY,"",NO :,8
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,8,1,9
2. REJECTED,0,0,0
3. WITHDRAWN,3,1,4
4. CONTESTED,5,0,5
5. FORFEITED DEPOSIT,3,0,3
II.  ELECTORS,"","",""
1. GENERAL,345264,362572,707836
2. SERVICE,0,0,0
3. TOTAL,345264,362572,707836
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,245129,244685,489814
2. POSTAL,0,0,0
3. TOTAL,245129,244685,489814
IV.  VOTES,"","",""
1. POLLED,489814,( 69.20%  of Total Electors),""
2. VALID,478638,"",""
3. REJECTED,11176,( 2.28%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 741 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 955
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
16-03-1977,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,PATTABHIRAM,A RAO S. B. P.,292323
Runner up  : BLD,MANTHENA VE,NKATA SURYA SUBBARAJU,175564
MARGIN: 116759 ( 24.39% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 8 of  541),"","",""
"",10,"",""


Election Commission of India,", General Electio","ns,1977 (6th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   AMALAPURAM (SC),"",NO :,9
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,8,1,9
2. REJECTED,1,0,1
3. WITHDRAWN,4,1,5
4. CONTESTED,3,0,3
5. FORFEITED DEPOSIT,1,0,1
II.  ELECTORS,"","",""
1. GENERAL,315135,324338,639473
2. SERVICE,0,0,0
3. TOTAL,315135,324338,639473
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,222903,208855,431758
2. POSTAL,0,0,0
3. TOTAL,222903,208855,431758
IV.  VOTES,"","",""
1. POLLED,431758,( 67.52%  of Total Electors),""
2. VALID,420509,"",""
3. REJECTED,11249,( 2.61%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 689 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 928
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
16-03-1977,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,KUSUMA KRIS,HNA MURTY,271982
Runner up  : BLD,B. V. RAMANA,YYA,135993
MARGIN: 135989 ( 32.34% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 9 of  541),"","",""
"",11,"",""


Election Commission of India,", General Electio","ns,1977 (6th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   NARASAPUR,"",NO :,10
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,12,0,12
2. REJECTED,0,0,0
3. WITHDRAWN,6,0,6
4. CONTESTED,6,0,6
5. FORFEITED DEPOSIT,4,0,4
II.  ELECTORS,"","",""
1. GENERAL,326255,344744,670999
2. SERVICE,0,0,0
3. TOTAL,326255,344744,670999
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,234834,237327,472161
2. POSTAL,0,0,0
3. TOTAL,234834,237327,472161
IV.  VOTES,"","",""
1. POLLED,472161,( 70.37%  of Total Electors),""
2. VALID,460973,"",""
3. REJECTED,11188,( 2.37%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 752 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 892
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
16-03-1977,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,ALLURI SUBHA,SH CHANDRA BOSE,256519
Runner up  : CPM,UDDARAJU RA,MAM,142162
MARGIN: 114357 ( 24.81% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 10 of  541),"","",""
"",12,"",""


Election Commission of India,", General Electio","ns,1977 (6th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   ELURU,"",NO :,11
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,11,0,11
2. REJECTED,0,0,0
3. WITHDRAWN,7,0,7
4. CONTESTED,4,0,4
5. FORFEITED DEPOSIT,2,0,2
II.  ELECTORS,"","",""
1. GENERAL,330854,338924,669778
2. SERVICE,0,0,0
3. TOTAL,330854,338924,669778
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,237549,229889,467438
2. POSTAL,0,0,0
3. TOTAL,237549,229889,467438
IV.  VOTES,"","",""
1. POLLED,467438,( 69.79%  of Total Electors),""
2. VALID,456511,"",""
3. REJECTED,10927,( 2.34%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 745 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 899
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
16-03-1977,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,KOMMAREDDY, SURYANARAYANA,290410
Runner up  : BLD,KRISHNA MUR,THY GARAPATI,156377
MARGIN: 134033 ( 29.36% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 11 of  541),"","",""
"",13,"",""


Election Commission of India,", General Electio","ns,1977 (6th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   MACHILIPATNAM,"",NO :,12
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,7,0,7
2. REJECTED,0,0,0
3. WITHDRAWN,4,0,4
4. CONTESTED,3,0,3
5. FORFEITED DEPOSIT,1,0,1
II.  ELECTORS,"","",""
1. GENERAL,318087,324171,642258
2. SERVICE,0,0,0
3. TOTAL,318087,324171,642258
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,240535,225309,465844
2. POSTAL,0,0,0
3. TOTAL,240535,225309,465844
IV.  VOTES,"","",""
1. POLLED,465844,( 72.53%  of Total Electors),""
2. VALID,456788,"",""
3. REJECTED,9056,( 1.94%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 731 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 878
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
16-03-1977,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,ANKINEEDU M,AGANTI,262551
Runner up  : BLD,VADDE SOBHA,NADRESWARA RAO,185622
MARGIN: 76929 ( 16.84% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 12 of  541),"","",""
"",14,"",""


Election Commission of India,", General Electio","ns,1977 (6th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   VIJAYAWADA,"",NO :,13
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,13,0,13
2. REJECTED,0,0,0
3. WITHDRAWN,7,0,7
4. CONTESTED,6,0,6
5. FORFEITED DEPOSIT,4,0,4
II.  ELECTORS,"","",""
1. GENERAL,328182,318283,646465
2. SERVICE,0,0,0
3. TOTAL,328182,318283,646465
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,239472,224235,463707
2. POSTAL,0,0,0
3. TOTAL,239472,224235,463707
IV.  VOTES,"","",""
1. POLLED,463707,( 71.73%  of Total Electors),""
2. VALID,454169,"",""
3. REJECTED,9538,( 2.06%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 708 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 913
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
16-03-1977,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,GODEY MURAH,ARI,239733
Runner up  : BLD,GOTTIPATI MU,RALI MOHAN,119696
MARGIN: 120037 ( 26.43% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 13 of  541),"","",""
"",15,"",""


Election Commission of India,", General Electio","ns,1977 (6th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   TENALI,"",NO :,14
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,7,0,7
2. REJECTED,0,0,0
3. WITHDRAWN,3,0,3
4. CONTESTED,4,0,4
5. FORFEITED DEPOSIT,2,0,2
II.  ELECTORS,"","",""
1. GENERAL,329758,329850,659608
2. SERVICE,0,0,0
3. TOTAL,329758,329850,659608
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,229354,219401,448755
2. POSTAL,0,0,0
3. TOTAL,229354,219401,448755
IV.  VOTES,"","",""
1. POLLED,448755,( 68.03%  of Total Electors),""
2. VALID,439245,"",""
3. REJECTED,9510,( 2.12%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 741 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 890
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
16-03-1977,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,MEDURI NAGE,SWARA RAO,244928
Runner up  : CPM,GUNTURU BAP,ANAIAH,187191
MARGIN: 57737 ( 13.14% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 14 of  541),"","",""
"",16,"",""


Election Commission of India,", General Electio","ns,1977 (6th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   GUNTUR,"",NO :,15
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,11,0,11
2. REJECTED,0,0,0
3. WITHDRAWN,5,0,5
4. CONTESTED,6,0,6
5. FORFEITED DEPOSIT,4,0,4
II.  ELECTORS,"","",""
1. GENERAL,400149,390193,790342
2. SERVICE,0,0,0
3. TOTAL,400149,390193,790342
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,267167,251718,518885
2. POSTAL,0,0,0
3. TOTAL,267167,251718,518885
IV.  VOTES,"","",""
1. POLLED,518885,( 65.65%  of Total Electors),""
2. VALID,506590,"",""
3. REJECTED,12295,( 2.37%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 863 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 915
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
16-03-1977,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,KOTHA RAGHU,RAMAIAH,290914
Runner up  : BLD,KASARANEINI, SADASIVA RAO,205385
MARGIN: 85529 ( 16.88% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 15 of  541),"","",""
"",17,"",""


Election Commission of India,", General Electio","ns,1977 (6th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   BAPATLA,"",NO :,16
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,5,0,5
2. REJECTED,0,0,0
3. WITHDRAWN,2,0,2
4. CONTESTED,3,0,3
5. FORFEITED DEPOSIT,1,0,1
II.  ELECTORS,"","",""
1. GENERAL,341593,347058,688651
2. SERVICE,0,0,0
3. TOTAL,341593,347058,688651
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,247746,233812,481558
2. POSTAL,0,0,0
3. TOTAL,247746,233812,481558
IV.  VOTES,"","",""
1. POLLED,481558,( 69.93%  of Total Electors),""
2. VALID,470721,"",""
3. REJECTED,10837,( 2.25%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 786 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 876
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
16-03-1977,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,ANKINEEDU PR,ASADA RAO PAMULAPATI,253438
Runner up  : BLD,JAGARLAMUD,I CHANDRAMOULI,210492
MARGIN: 42946 ( 9.12% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 16 of  541),"","",""
"",18,"",""


Election Commission of India,", General Electio","ns,1977 (6th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   NARASARAOPET,"",NO :,17
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,7,0,7
2. REJECTED,0,0,0
3. WITHDRAWN,2,0,2
4. CONTESTED,5,0,5
5. FORFEITED DEPOSIT,3,0,3
II.  ELECTORS,"","",""
1. GENERAL,373138,377110,750248
2. SERVICE,0,0,0
3. TOTAL,373138,377110,750248
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,229822,204818,434640
2. POSTAL,0,0,0
3. TOTAL,229822,204818,434640
IV.  VOTES,"","",""
1. POLLED,434640,( 57.93%  of Total Electors),""
2. VALID,423627,"",""
3. REJECTED,11013,( 2.53%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 826 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 908
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
16-03-1977,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,BRAHMANAND,A REDDY KASU,246146
Runner up  : BLD,ILLURI KOTIRE,DDY,158075
MARGIN: 88071 ( 20.79% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 17 of  541),"","",""
"",19,"",""


Election Commission of India,", General Electio","ns,1977 (6th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   ONGOLE,"",NO :,18
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,8,0,8
2. REJECTED,0,0,0
3. WITHDRAWN,5,0,5
4. CONTESTED,3,0,3
5. FORFEITED DEPOSIT,1,0,1
II.  ELECTORS,"","",""
1. GENERAL,369359,372103,741462
2. SERVICE,0,0,0
3. TOTAL,369359,372103,741462
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,238108,223893,462001
2. POSTAL,0,0,0
3. TOTAL,238108,223893,462001
IV.  VOTES,"","",""
1. POLLED,462001,( 62.31%  of Total Electors),""
2. VALID,450638,"",""
3. REJECTED,11363,( 2.46%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
V.  POLLING STATIONS,"","",""
NUMBER : 837 AV,ERAGE ELE,CTORS PER POLLING S,TATION  : 885
VI.  DATES,"","",""
POLLING,COUNTING,DECLARATION O,F RESULT
16-03-1977,"","",""
VII. RESULT,"","",""
PARTY,CANDIDATE,"",VOTES
Winner: INC,PULI VENKATA, REDDY,252206
Runner up  : BLD,MUPPAVARAP,U VENKAIAH ALIAS VENKAIAH,162881
"",NAIDU,"",""
MARGIN: 89325 ( 19.82% of Total, Valid Votes ),"",""
(rptConstituencySummary - Page 18 of  541),"","",""
"",20,"",""


Election Commission of India,", General Electio","ns,1977 (6th LOK SABHA)",""
CONSTITUENC,Y DATA, - SUMMARY,""
STATE/UT : ANDHRA PRADESH,"",CODE :,S01
CONSTITUENCY :   NELLORE (SC),"",NO :,19
"",MALE,FEMALE,TOTAL
I.  CANDIDATES,"","",""
1. NOMINATED,4,0,4
2. REJECTED,0,0,0
3. WITHDRAWN,1,0,1
4. CONTESTED,3,0,3
5. FORFEITED DEPOSIT,1,0,1
II.  ELECTORS,"","",""
1. GENERAL,375940,376838,752778
2. SERVICE,0,0,0
3. TOTAL,375940,376838,752778
III.  ELECTORS WHO VOTED,"","",""
1. GENERAL,229037,194145,423182
2. POSTAL,0,0,0
3. TOTAL,229037,194145,423182
IV.  VOTES,"","",""
1. POLLED,423182,( 56.22%  of Total Electors),""
2. VALID,411530,"",""
3. REJECTED,11652,( 2.75%  of Total Votes Polled),""
4. MISSING,0,"",""
5. TENDERED,0,"",""
