1 . AMBATI BRAHMANAIAH,M TDP 387533,54.44%
2 . KAVURU SAMBASIVA RAO,M INC 304537,42.78%
3 . RAJENDRA PRASADU PUTTAGUNTA,M AJBP 12076,1.70%
4 . KAMESWARA RAO DODDA,M PPOI 7721,1.08%
ELECTORS : 1006429 VOTERS  : 730278 POLL PERCENTAG,E  : 72.56%  VALID VOTES ,711867
Constituency  13 VIJAYAWADA,"",""
1 . GADDE RAMA MOHAN,M TDP 482968,51.96%
2 . UPENDRA PARVATHANENI,M INC 395902,42.59%
3 . KOLLI NAGESWARA RAO,M CPI 36902,3.97%
4 . RAMA MOHANA RAO YALAMANCHILI,M IND 3081,0.33%
5 . SUBRAMAHESWARA RAO (MANI) YENDURI,M PPOI 2798,0.30%
6 . PILLA VENKATESWARA RAO,M IND 2494,0.27%
7 . NANDIGAM VISHNU,M AJBP 2189,0.24%
8 . SUDHAKARA REDDY LAKKIREDDY,M NTRTDP(LP) 986,0.11%
9 . RAJANALA GOPIKRISHNA,M IND 629,0.07%
10 . BALLARAPU RAJA RAO,M IND 585,0.06%
11 . PARASA YESU RATNAM,M IND 503,0.05%
12 . KANNEGANTI PURNESWARA RAO,M IND 439,0.05%
ELECTORS : 1384393 VOTERS  : 947325 POLL PERCENTAG,E  : 68.43%  VALID VOTES ,929476
Constituency  14 TENALI,"",""
1 . UMMAREDDY VENKATESWARLU,M TDP 339800,52.63%
2 . P.SHIV SHANKER,M INC 266771,41.32%
3 . NAGESWARA RAO PARCHURI,M CPM 35860,5.55%
4 . NAGARAJU VAIGANDLA,M AJBP 1829,0.28%
"5 . DR.AREMANDA SAMBASIVA RAO, M.B.B.S",M NTRTDP(LP) 1341,0.21%
ELECTORS : 960447 VOTERS  : 659306 POLL PERCENTAG,E  : 68.65%  VALID VOTES ,645601
Constituency  15 GUNTUR,"",""
1 . YEMPARALA VENKATESWARARAO,M TDP 399065,51.08%
2 . RAYAPATI SAMBASIVA RAO,M INC 358735,45.92%


ANDHRA PRADESH,"",""
3 . CHILKA CHANDRAIAH,M MCPI(S) 9849,1.26%
4 . BHASHYAM NARASAIAH,M ATDP 9488,1.21%
5 . GHANTA  JAGANNADHARAO,M IND 1019,0.13%
6 . POORNACHANDRARAO KOLLA,M NTRTDP(LP) 843,0.11%
7 . SAIDAIAH PAGADALA,M PPOI 747,0.10%
8 . VADDINENI ROSAMMA,F AJBP 689,0.09%
9 . C.V.B.KRISHNAMURTHY,M IND 551,0.07%
10 . MUVVA VENKATARAO,M IND 268,0.03%
ELECTORS : 1239626 VOTERS  : 794709 POLL PERCENTAG,E  : 64.11%  VALID VOTES ,781254
Constituency  16 BAPATLA,"",""
1 . D. RAMA NAIDU,M TDP 399596,55.83%
2 . JESUDASU SEELAM,M INC 307139,42.92%
3 . VENKATESWARLU KATHARU,M ATDP 4852,0.68%
4 . BACHINA RADHA KRISHNA MURTHY,M IND 1922,0.27%
5 . GURAVA REDDY VALI,M NTRTDP(LP) 1256,0.18%
6 . CHUNDURI RAMAIAH,M IND 519,0.07%
7 . MODADUGU RAMESH BABU,M IND 397,0.06%
ELECTORS : 1077815 VOTERS  : 727105 POLL PERCENTAG,E  : 67.46%  VALID VOTES ,715681
Constituency  17 NARASARAOPET,"",""
1 . JANARDHANAREDDY NEDURUMALLI,M INC 432266,50.27%
2 . LAL JANBASHA S.M,M TDP 418384,48.66%
3 . KOTESWARARAO SANGALA,M ATDP 4313,0.50%
4 . SALLAGUNDLA SATISH,M IND 2853,0.33%
5 . P.  SATISH KUMAR,M IND 1232,0.14%
6 . VAJRALA CHINA AYYAPPA REDDY,M IND 809,0.09%
ELECTORS : 1262560 VOTERS  : 878186 POLL PERCENTAG,E  : 69.56%  VALID VOTES ,859857
Constituency  18 ONGOLE,"",""
1 . KARANAM BALARAMA KRISHNA MURTHY,M TDP 392840,50.58%
2 . SREENIVASULU REDDY MAGUNTA,M INC 370892,47.76%
3 . BYRAPUNENI SURYANARAYANA,M ATDP 6394,0.82%
4 . RAYAPUDI SANGEETHA RAO,M SHSP 3355,0.43%
5 . MAKINENI VENKATA NARASIMHAM,M JD(S) 1457,0.19%
6 . DAGGUPATI SREEDHAR,M IND 800,0.10%
7 . ALLA RAMACHANDRA REDDY,M IND 525,0.07%
8 . PRASAD BABU KURRE,M IND 377,0.05%
ELECTORS : 1190279 VOTERS  : 792803 POLL PERCENTAG,E  : 66.61%  VALID VOTES ,776640
Constituency  19 NELLORE (SC),"",""
1 . RAJESWARAMMA VUKKALA,F TDP 381166,49.51%
2 . PANABAKA  LAKSHMI,F INC 340713,44.26%
3 . THUMMALAGUNTA  PRAPANCHA BHANU RAJU,M CPM 30856,4.01%
4 . KOMARIKA JAYARAMAIAH,M MCPI(S) 9444,1.23%
5 . K.D.RAMESH BABU,M AJBP 6365,0.83%
6 . BATTU RAGHU RAMAIAH,M PPOI 1288,0.17%
ELECTORS : 1165144 VOTERS  : 786565 POLL PERCENTAG,E  : 67.51%  VALID VOTES ,769832
Constituency  20 TIRUPATHI (SC),"",""
1 . DR.N.VENKATASWAMY,M BJP 386478,48.89%
2 . CHINTHA MOHAN,M INC 373981,47.31%
3 . T.GUNASEKHAR,M ATDP 12311,1.56%
4 . KATTAMANCHI PRABHAKAR,M IND 8143,1.03%
5 . P.CHIRANJEEVI,M PPOI 7775,0.98%
6 . POLASI  MANI,M AJBP 1749,0.22%
ELECTORS : 1199710 VOTERS  : 824694 POLL PERCENTAG,E  : 68.74%  VALID VOTES ,790437
Constituency  21 CHITTOOR,"",""
1 . NOOTHANA KALVA RAMAKRISHNA REDDY,M TDP 419208,50.18%
2 . R.GOPINATH,M INC 400570,47.95%
3 . G.ABDUL RAWOOF,M ATDP 12972,1.55%
4 . T.BABU REDDY,M IND 1970,0.24%
5 . T.G.SURESH,M IND 686,0.08%


ANDHRA PRADESH,"",""
ELECTORS : 1140219 VOTERS  : 853778 POLL PERCENTAG,E  : 74.88%  VALID VOTES ,835406
Constituency  22 RAJAMPET,"",""
1 . GUNIPATI RAMAIAH,M TDP 322107,48.76%
2 . ANNAIAHGARI SAIPRATHAP,M INC 294937,44.65%
3 . MAHABOOB BASHA SHAIK,M ATDP 22473,3.40%
4 . PRASAD REDDY  KOKKANTI,M IND 12447,1.88%
5 . OBAIAH NAIDU KASTURI,M IND 3241,0.49%
6 . G. SUBBARAYUDU,M AJBP 1971,0.30%
7 . KAKALAPATHI GEORGE STEPHAN,M JD(S) 1390,0.21%
8 . RAMESH REDDY SIDDAVARAM,M RJD 1124,0.17%
9 . KUNI NAGESWARA RAO,M NTRTDP(LP) 643,0.10%
10 . ASADI VENKATADRI,M IND 225,0.03%
ELECTORS : 946311 VOTERS  : 678817 POLL PERCENTAG,E  : 71.73%  VALID VOTES ,660558
Constituency  23 CUDDAPAH,"",""
1 . VIVEKANANDA REDDY  Y.S.,M INC 367833,50.89%
2 . KANDULA RAJAMOHAN REDDY,M TDP 341236,47.21%
3 . SIVA SANKARA REDDY  DEVIREDDY,M IND 5177,0.72%
4 . ORUGANTI BALASUBBAIAH,M IND 3389,0.47%
5 . C. GOPALA,M IND 1152,0.16%
6 . NANDYALA RAGHAVA REDDY,M NCP 961,0.13%
7 . ADINARAYANA REDDY  CHADIPIRALA,M NTRTDP(LP) 823,0.11%
8 . A.M.V.  PRASAD,M IND 774,0.11%
9 . R. VISWANADHA REDDY,M IND 653,0.09%
10 . YEEDALA SIVA NAGI REDDY,M IND 506,0.07%
11 . V. NARASAIAH,M IND 350,0.05%
ELECTORS : 1090670 VOTERS  : 739109 POLL PERCENTAG,E  : 67.77%  VALID VOTES ,722854
Constituency  24 HINDUPUR,"",""
1 . B.K. PARTHASARATHI,M TDP 432575,56.25%
2 . S. GANGADHAR,M INC 297939,38.74%
3 . PALE JAYARAM NAIK,M IND 15608,2.03%
4 . G. JAYA CHANDRA REDDY,M IND 8445,1.10%
5 . P. RAVI CHANDRA,M ATDP 8003,1.04%
6 . SREERAM PRASAD,M PPOI 6484,0.84%
ELECTORS : 1151606 VOTERS  : 792868 POLL PERCENTAG,E  : 68.85%  VALID VOTES ,769054
Constituency  25 ANANTAPUR,"",""
1 . KALAVA SRINIVASULU,M TDP 378488,50.27%
2 . ANANTHA VENKATA RAMI REDDY,M INC 357386,47.47%
3 . A. RAMACHANDRA CHOWDARY,M ATDP 14823,1.97%
4 . Y.  POTHULAIAH,M IND 1251,0.17%
5 . BHEEMALINGAIAH. H,M IND 890,0.12%
ELECTORS : 1226314 VOTERS  : 772471 POLL PERCENTAG,E  : 62.99%  VALID VOTES ,752838
Constituency  26 KURNOOL,"",""
1 . KAMBHALAPATI E. KRISHNA MURTHY,M TDP 385688,51.27%
2 . KOTLA VIJAYA BHASKARA REDDY,M INC 361201,48.01%
3 . ADI NARAYANA REDDY.H,M PPOI 3091,0.41%
4 . A.AYYAPU REDDY,M IND 1680,0.22%
5 . V.PRABHAKARA REDDY,M IND 626,0.08%
ELECTORS : 1163375 VOTERS  : 773629 POLL PERCENTAG,E  : 66.50%  VALID VOTES ,752286
Constituency  27 NANDYAL,"",""
1 . BHUMA  NAGI REDDY,M TDP 391655,53.68%
2 . GANGULA PRATHAPA REDDY,M INC 319046,43.73%
3 . E.BALA CHENNAIAH,M IND 12963,1.78%
4 . SINGAM VENKATA RAMI REDDY,M IND 1999,0.27%
5 . L.PULLA REDDY,M IND 1528,0.21%
6 . TELUGU RAMANJANEYULU,M NTRTDP(LP) 1517,0.21%
7 . SUDDAMALLA SANJEEVA REDDY,M IND 497,0.07%
8 . YERASU SRINIVASA REDDY,M IND 427,0.06%


ANDHRA PRADESH,"",""
ELECTORS : 1116553 VOTERS  : 749179 POLL PERCENTAG,E  : 67.10%  VALID VOTES ,729632
Constituency  28 NAGARKURNOOL (SC),"",""
1 . DR.MANDA JAGANNATH,M TDP 431095,53.11%
2 . DR.MALLU RAVI,M INC 364195,44.87%
3 . PAMENA BHEEM BHARAT,M IND 6658,0.82%
4 . D.KIRAN KUMAR,M IND 5644,0.70%
5 . BUDDULA SRINIVASULU,M IND 4080,0.50%
ELECTORS : 1212569 VOTERS  : 843025 POLL PERCENTAG,E  : 69.52%  VALID VOTES ,811672
Constituency  29 MAHABUBNAGAR,"",""
1 . A.P.JITENDER REDDY,M BJP 391588,49.46%
2 . DR.MALLIKARJUN,M INC 340693,43.03%
3 . ABDUL RAB JAMI,M MCPI(S) 34760,4.39%
4 . SMT.T.SUREKHA,F AJBP 9366,1.18%
5 . BHEEMAYYA VAKIL,M NCP 7308,0.92%
6 . L.RAM REDDY,M IND 4208,0.53%
7 . ABDUL MAJEED KHAN,M IND 2047,0.26%
8 . JAGADEESHWAR REDDY,M IND 1750,0.22%
ELECTORS : 1249455 VOTERS  : 830725 POLL PERCENTAG,E  : 66.49%  VALID VOTES ,791720
Constituency  30 HYDERABAD,"",""
1 . SULTAN SALAHUDDIN OWAISI,M AIMIM 448165,41.36%
2 . BADDAM BAL REDDY,M BJP 387344,35.74%
3 . KONDA LAXMA REDDY,M INC 200642,18.51%
4 . JAI PRAKASH SINGH LODHI,M ATDP 15074,1.39%
5 . KHUDRATULLA KHAN,M NTRTDP(LP) 13041,1.20%
6 . MIR HADI ALI,M IND 11328,1.05%
7 . BHAGWAN DASS,M IND 8084,0.75%
ELECTORS : 1567225 VOTERS  : 1083678 POLL PERCENTAG,E  : 69.15%  VALID VOTES ,1083678
Constituency  31 SECUNDERABAD,"",""
1 . BANDARU DATTATRAYA,M BJP 506626,52.19%
2 . NADENDLA BHASKARA RAO,M INC 409000,42.13%
3 . MOHD. ADAM MALIK,M MBT 13461,1.39%
4 . K.S.GANESH RAO,M JD(S) 12949,1.33%
5 . AMBATI KRISHNA MURTHY,M AJBP 8611,0.89%
6 . D.RAMESH PATNAIK,M IND 4475,0.46%
7 . M. SOLOMON RAJU,M ATDP 3866,0.40%
8 . BANDARI KRISHNA MUDIRAJ,M IND 2130,0.22%
9 . S. JOHN,M RPI 1919,0.20%
10 . KANNAM REDDI SATTI RAJU,M IND 1910,0.20%
11 . NOOKALA CHINNA SATYANARAYANA,M PPOI 1795,0.18%
12 . TAHER KAMAL KHUNDMIRI,M IND 1793,0.18%
13 . T.N.JAYANAND REDDY,M IND 1222,0.13%
14 . M.B.CHANDER,M IND 1034,0.11%
ELECTORS : 1770024 VOTERS  : 970791 POLL PERCENTAG,E  : 54.85%  VALID VOTES ,970791
Constituency  32 SIDDIPET (SC),"",""
1 . M. RAJAIAH,M TDP 583346,55.95%
2 . YELLAIAH NANDI,M INC 429625,41.21%
3 . DR. N.A  KRISHNA,M ATDP 16944,1.63%
4 . THONTA VENKATESH,M IND 10858,1.04%
5 . Y.  SAMAIAH,M IND 1759,0.17%
ELECTORS : 1622094 VOTERS  : 1075422 POLL PERCENTAG,E  : 66.30%  VALID VOTES ,1042532
Constituency  33 MEDAK,"",""
1 . A. NARENDRA,M BJP 400244,48.20%
2 . M. BAGA REDDY,M INC 378161,45.54%
3 . SYED MUNEERODDIN,M IND 14505,1.75%
4 . GOLLA VITTAL,M IND 11525,1.39%
5 . ALLARAM RATNAIAH,M MCPI(S) 10483,1.26%
6 . TIRUNAGARI MURALIDHAR,M AJBP 8248,0.99%
7 . GANTA BABU,M IND 7214,0.87%


ANDHRA PRADESH,"",""
ELECTORS : 1219960 VOTERS  : 868547 POLL PERCENTAG,E  : 71.19%  VALID VOTES ,830380
Constituency  34 NIZAMABAD,"",""
1 . GANGA REDDY GADDAM,M TDP 373260,49.51%
2 . S.SANTOSH REDDY,M INC 369824,49.05%
3 . KARNATI YADAGIRI,M IND 6312,0.84%
4 . SHAKKARI KONDA DHARMAPURI,M ATDP 4504,0.60%
ELECTORS : 1129947 VOTERS  : 778332 POLL PERCENTAG,E  : 68.88%  VALID VOTES ,753900
Constituency  35 ADILABAD,"",""
1 . DR. S. VENUGOPAL CHARY,M TDP 390308,52.49%
2 . MOHD. SULTAN AHMAD,M INC 280585,37.73%
3 . C. SHANKER RAO,M CPI 35113,4.72%
4 . K. V. NARAYAN RAO,M IND 22141,2.98%
5 . C.H. DAYANAND,M RPI(A) 10466,1.41%
6 . SUMATHI REDDY,F ATDP 3859,0.52%
7 . MD. CHAND PASHA,M IND 1130,0.15%
ELECTORS : 1094868 VOTERS  : 770154 POLL PERCENTAG,E  : 70.34%  VALID VOTES ,743602
Constituency  36 PEDDAPALLI (SC),"",""
1 . DR.SMT.C. SUGUNA KUMARI,F TDP 406529,47.24%
2 . G.VENKAT SWAMY,M INC 390640,45.39%
3 . YERRALA GATTAIAH,M CPI 42263,4.91%
4 . BOJJA BIXAMAIAH,M IND 10183,1.18%
5 . GODISALA SATHAIAH,M IND 3972,0.46%
6 . SHANIGARAPU SADANANDAM,M IND 3659,0.43%
7 . KALLEPALLI NARSAIAH,M IND 3328,0.39%
ELECTORS : 1330759 VOTERS  : 896723 POLL PERCENTAG,E  : 67.38%  VALID VOTES ,860574
Constituency  37 KARIMNAGAR,"",""
1 . CHENNAMANENI VIDYASAGAR RAO,M BJP 398437,49.73%
2 . ANAND RAO CHELIMEDA,M INC 379067,47.31%
3 . SMT.SANKEPALLI SUMA,F ATDP 11222,1.40%
4 . GAJABHEEMKAR VITTAL,M NTRTDP(LP) 8827,1.10%
5 . DR. ACHYUTHA RAJU B.,M IND 3720,0.46%
ELECTORS : 1259045 VOTERS  : 840556 POLL PERCENTAG,E  : 66.76%  VALID VOTES ,801273
Constituency  38 HANAMKONDA,"",""
1 . CHADA SURESH REDDY,M TDP 375285,51.56%
2 . M.KAMALUDDIN AHMED,M INC 289504,39.78%
3 . KALIDAS MADATHA,M CPI 37904,5.21%
4 . AMBATI SURYANARAYANA,M AJBP 7006,0.96%
5 . SHIVARATRI BALAIAH,M IND 5664,0.78%
6 . DR. DHARMAPURI SAMPATH RAJARAM YADAV,M SP 3831,0.53%
7 . GORUGU SATYANARAYANA,M IND 3435,0.47%
8 . PAKALA DEVADANAM,M IND 2350,0.32%
9 . KOSANAM SATYANARAYANA,M NTRTDP(LP) 1688,0.23%
10 . SMT.A.V. VIJAYA LAKSHMI,F NCP 1165,0.16%
ELECTORS : 1118951 VOTERS  : 756778 POLL PERCENTAG,E  : 67.63%  VALID VOTES ,727832
Constituency  39 WARANGAL,"",""
1 . BODAKUNTI VENKATESHWARLU,M TDP 385593,46.35%
2 . DR. T. KALPANADEVI,F INC 372227,44.74%
3 . GOLLAPELLY NAGAIAH,M CPM 30622,3.68%
4 . TEJAVATH BELLAIAH,M IND 23483,2.82%
5 . SMT. RAYALA VIMALA,F IND 11356,1.36%
6 . SHAIK LAL,M IND 4683,0.56%
7 . THAKUR DESH RAJ SINGH,M AJBP 4025,0.48%
ELECTORS : 1132718 VOTERS  : 855702 POLL PERCENTAG,E  : 75.54%  VALID VOTES ,831989
Constituency  40 KHAMMAM,"",""
1 . RENUKA CHOWDHURY,F INC 328596,35.85%
2 . BABY SWARNA KUMARI MADDINENI,F TDP 320198,34.93%
3 . GUGULOTH DHARMA,M CPM 184422,20.12%


ANDHRA PRADESH,"",""
4 . ARUNA CHANDRA,F IND 52971,5.78%
5 . MATTE GURUMURTHY,M MCPI(S) 15129,1.65%
6 . MURALIDHAR.G,M AJBP 2779,0.30%
7 . EDA SESHAGIRI RAO,M IND 2029,0.22%
8 . GOPAGANI SHANKAR RAO,M JD(S) 1997,0.22%
9 . PADIGA YERRAIAH,M IND 1955,0.21%
10 . GUDURU SATYANARAYANA,M IND 1829,0.20%
11 . DR IRRI MARI ANNA,M IND 1822,0.20%
12 . KODAMSIMHAM PANDU RANGA CHARYULU,M IND 1519,0.17%
13 . KAMA RAMA RAO,M IND 1325,0.14%
ELECTORS : 1228365 VOTERS  : 948088 POLL PERCENTAG,E  : 77.18%  VALID VOTES ,916571
Constituency  41 NALGONDA,"",""
1 . GUTHA SUKENDER REDDY,M TDP 427505,44.97%
2 . KANUKULA JANARDHAN REDDY,M INC 347770,36.58%
3 . SURAVARAM SUDHAKAR REDDY,M CPI 169097,17.79%
4 . E.GIRI YADAV,M SP 3261,0.34%
5 . CHUNCHU LAKSHMAYYA,M AJBP 1868,0.20%
6 . GUMMI BAKKA REDDY,M IND 1086,0.11%
ELECTORS : 1417182 VOTERS  : 980671 POLL PERCENTAG,E  : 69.20%  VALID VOTES ,950587
Constituency  42 MIRYALGUDA,"",""
1 . JAIPAL REDDY SUDINI,M INC 401437,44.12%
2 . RANGASHAI REDDY YADEVELLI,M TDP 349360,38.40%
3 . CHERUPALLI SEETHARAMULU,M CPM 131386,14.44%
4 . YERRA JOHNSON,M MCPI(S) 14068,1.55%
5 . KAKI LAXMA REDDY,M IND 5073,0.56%
6 . DAIDA LINGAIAH,M IND 3065,0.34%
7 . MARRI NEHEMIAH,M IND 2201,0.24%
8 . BATHINI SOMULU,M AJBP 1805,0.20%
9 . KUNAREDDY ANJI REDDY,M NCP 1425,0.16%
ELECTORS : 1206229 VOTERS  : 931826 POLL PERCENTAG,E  : 77.25%  VALID VOTES ,909820
ARUNACHAL PRADESH,"",""
Constituency  1 ARUNACHAL WEST,"",""
1 . JARBOM GAMLIN,M INC 131483,55.87%
2 . OMAK APANG,M AC 70760,30.07%
3 . TOKO KACH,M NCP 33076,14.06%
ELECTORS : 346126 VOTERS  : 244968 POLL PERCENTAG,E  : 70.77%  VALID VOTES ,235319
Constituency  2 ARUNACHAL EAST,"",""
1 . WANGCHA RAJKUMAR,M INC 110792,58.21%
2 . TAPIR GAO,M BJP 69389,36.45%
3 . CHAU KHOUK MANPOONG,M AJBP 10163,5.34%
ELECTORS : 265446 VOTERS  : 196263 POLL PERCENTAG,E  : 73.94%  VALID VOTES ,190344
ASSAM,"",""
Constituency  1 KARIMGANJ (SC),"",""
1 . NEPAL CHANDRA DAS,M INC 336799,49.55%
2 . PARIMAL SUKLABAIDYA,M BJP 294540,43.33%
3 . KUSHIKANTA DAS,M CPM 34250,5.04%
4 . HIMADRI KUMAR ROY,M SP 5817,0.86%
5 . SUNIL RANJAN ROY,M NCP 3362,0.49%
6 . NEPAL CHANDRA DAS,M IND 2886,0.42%
7 . SUDARSHAN BARDHAN,M AMB 1391,0.20%
8 . RADHAKANTA TANTY,M IND 661,0.10%
ELECTORS : 943163 VOTERS  : 695538 POLL PERCENTAG,E  : 73.75%  VALID VOTES ,679706
Constituency  2 SILCHAR,"",""
1 . SONTOSH MOHAN DEV,M INC 329256,55.54%
2 . KABINDRA PURKAYASTHA,M BJP 221504,37.36%
3 . ABDUL MUHIB MAZUMDER,M IND 29060,4.90%
4 . SUBHASH MOHAN DEB,M NCP 5737,0.97%


ASSAM,"",""
5 . CHITTARANJAN SUKLABAIDYA,M IND 1338,0.23%
6 . SAUMITRA NATH,M IND 1235,0.21%
7 . RAJENDRA KUMAR SINHA,M IND 1181,0.20%
8 . AMIYA KANTI DAS,M IND 1000,0.17%
9 . KANTIMOY DEB,M IND 683,0.12%
10 . JOWAHAR LAL GOALA,M IND 581,0.10%
11 . NARAYAN CHOUDHURY,M IND 573,0.10%
12 . NAZMUL HAQUE LASKAR,M IND 546,0.09%
13 . GOPAL CHAKRABORTY,M IND 173,0.03%
ELECTORS : 827760 VOTERS  : 608528 POLL PERCENTAG,E  : 73.52%  VALID VOTES ,592867
Constituency  3 AUTONOMOUS DISTRICT (ST),"",""
1 . DR JAYANTA RONGPI,M CPI(ML)(L) 208789,53.98%
2 . BIREN SINGH ENGTI,M INC 148914,38.50%
3 . ELWIN TERON,M IND 27382,7.08%
4 . KABON TIMUNGPI,F IND 1715,0.44%
ELECTORS : 535818 VOTERS  : 396516 POLL PERCENTAG,E  : 74.00%  VALID VOTES ,386800
Constituency  4 DHUBRI,"",""
1 . ABDUL HAMID,M INC 279812,34.58%
2 . DR PANNALAL OSWAL,M BJP 258472,31.95%
3 . AFZALUR RAHMAN,M IND 174879,21.61%
4 . ALAUDDIN SARKAR,M CPI 57735,7.14%
5 . AHMED HUSSAIN,M NCP 16611,2.05%
6 . MINHAR ALI MANDAL,M IND 11892,1.47%
7 . PRABIR KUMAR RAVA,M IND 5785,0.72%
8 . SAFIOR RAHMAN TALUKDAR,M AJBP 3883,0.48%
